NOTAM_REC_ID,FNS_ID,FILENAME,NOTAM_ID,NOTAM_TYPE,RELATED_NOTAM_ID,SIMPLE_TEXT,LOC_ID_ACCOUNTABLE_ORG,NOTAM_NUMBER,RELATED_NOTAM_NUMBER,TEXT,Q_CODE,Q_CODE_INTERPRETATION,A_CODE,B_CODE,C_CODE,D_CODE,E_CODE,F_CODE,G_CODE,CLASSIFICATION,POSSIBLE_NOTAM_ID,MIN_ALT,MAX_ALT,MIN_ALT_REF_TYPE,MAX_ALT_REF_TYPE,POSSIBLE_START_DATE,POSSIBLE_END_DATE,ISSUE_DATE,CANCELED_DATE,AFFECTED_FIR,DESIGNATOR,DESIGNATOR_NAME,LOCATION_NAME,ACCOUNT_ID,LOCATION_CODE,LAUNCHES_REC_ID
913,FNS_ID_43136343,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0168/16,NULL,NULL,!SUAE 05/168 ZJX AIRSPACE R3008A ACT SFC-10000FT 1605250400-1605250530,SUAE,05/168,NULL,AIRSPACE R3008A ACT SFC-10000FT,/QRRCA/,RESTRICTED AREA ACTIVATED,NULL,NULL,NULL,NULL,AIRSPACE R3008A ACT SFC-10000FT,SFC,10000FT,DOM,0168/16,0,100,AGL,NULL,00:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZJX ARTCC,SUAE,ZJX,NULL
914,FNS_ID_43136338,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0707/16,NULL,NULL,!SUAC 05/707 ZAB AIRSPACE TALON HIGH EAST MOA ACT 12500FT UP TO BUT NOT INCLUDING FL180 1605250400-1605250530,SUAC,05/707,NULL,AIRSPACE TALON HIGH EAST MOA ACT 12500FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE TALON HIGH EAST MOA ACT 12500FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,DOM,0707/16,125,180,NULL,NULL,00:00.0,30:00.0,05:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
915,FNS_ID_43136330,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0699/16,NULL,NULL,!SUAC 05/699 ZAB AIRSPACE TOMBSTONE C MOA ACT 14500FT UP TO BUT NOT INCLUDING FL180 1605250401-1605250600,SUAC,05/699,NULL,AIRSPACE TOMBSTONE C MOA ACT 14500FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE TOMBSTONE C MOA ACT 14500FT UP TO BUT NOT INCLUDING FL180,NULL,NULL,DOM,0699/16,145,180,NULL,NULL,01:00.0,00:00.0,05:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
916,FNS_ID_43136332,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0701/16,NULL,NULL,!SUAC 05/701 ZAB AIRSPACE TOMBSTONE A MOA ACT 500FT-14499FT 1605250401-1605250600,SUAC,05/701,NULL,AIRSPACE TOMBSTONE A MOA ACT 500FT-14499FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE TOMBSTONE A MOA ACT 500FT-14499FT,NULL,NULL,DOM,0701/16,5,144.99,NULL,NULL,01:00.0,00:00.0,05:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
917,FNS_ID_43136334,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0703/16,NULL,NULL,!SUAC 05/703 ZAB AIRSPACE TOMBSTONE B MOA ACT 500FT-14499FT 1605250401-1605250600,SUAC,05/703,NULL,AIRSPACE TOMBSTONE B MOA ACT 500FT-14499FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE TOMBSTONE B MOA ACT 500FT-14499FT,NULL,NULL,DOM,0703/16,5,144.99,NULL,NULL,01:00.0,00:00.0,05:00.0,NULL,NULL,NULL,NULL,ZAB ARTCC,SUAC,ZAB,NULL
918,FNS_ID_43136349,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0845/16,NULL,NULL,!SUAW 05/845 ZSE AIRSPACE OKANOGAN B MOA ACT 300FT AGL-8999FT 1605250400-1605250615,SUAW,05/845,NULL,AIRSPACE OKANOGAN B MOA ACT 300FT AGL-8999FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE OKANOGAN B MOA ACT 300FT AGL-8999FT,NULL,NULL,DOM,0845/16,3,89.99,NULL,NULL,00:00.0,15:00.0,05:00.0,NULL,NULL,NULL,NULL,ZSE ARTCC,SUAW,ZSE,NULL
919,FNS_ID_43136347,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0843/16,NULL,NULL,!SUAW 05/843 ZSE AIRSPACE OKANOGAN C MOA ACT 300FT AGL-8999FT 1605250400-1605250615,SUAW,05/843,NULL,AIRSPACE OKANOGAN C MOA ACT 300FT AGL-8999FT,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE OKANOGAN C MOA ACT 300FT AGL-8999FT,NULL,NULL,DOM,0843/16,3,89.99,NULL,NULL,00:00.0,15:00.0,05:00.0,NULL,NULL,NULL,NULL,ZSE ARTCC,SUAW,ZSE,NULL
920,FNS_ID_43136380,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,M0364/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,RUNWAY 13 PRECISION APPROACH PATH INDICATOR (PAPI) OUT OF SERVICE,ZDV/QXXXX/IV/NBO/A/000/999/4408N10306W005,NULL,KRCA,15:00.0,00:00.0,NULL, RUNWAY 13 PRECISION APPROACH PATH INDICATOR (PAPI) OUT OF SERVICE,0,999,MIL,M0364/16 NOTAMN,0,999,MSL,MSL,15:00.0,00:00.0,15:00.0,NULL,ZDV,NULL,NULL,ELLSWORTH AFB,KRCA,RCA,NULL
921,FNS_ID_43136345,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0170/16,NULL,NULL,!SUAE 05/170 ZDC AIRSPACE R5304A ACT SFC-6999FT 1605252201-1605260300,SUAE,05/170,NULL,AIRSPACE R5304A ACT SFC-6999FT,/QRRCA/,RESTRICTED AREA ACTIVATED,NULL,NULL,NULL,NULL,AIRSPACE R5304A ACT SFC-6999FT,SFC,6999FT,DOM,0170/16,0,69.99,AGL,NULL,01:00.0,00:00.0,05:00.0,NULL,NULL,NULL,NULL,ZDC ARTCC,SUAE,ZDC,NULL
922,FNS_ID_43136344,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0169/16,NULL,NULL,!SUAE 05/169 ZDC AIRSPACE R5303A ACT SFC-6999FT 1605252201-1605260400,SUAE,05/169,NULL,AIRSPACE R5303A ACT SFC-6999FT,/QRRCA/,RESTRICTED AREA ACTIVATED,NULL,NULL,NULL,NULL,AIRSPACE R5303A ACT SFC-6999FT,SFC,6999FT,DOM,0169/16,0,69.99,AGL,NULL,01:00.0,00:00.0,05:00.0,NULL,NULL,NULL,NULL,ZDC ARTCC,SUAE,ZDC,NULL
923,FNS_ID_43136341,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0166/16,NULL,NULL,!SUAE 05/166 ZTL AIRSPACE R3002C ACT 8000FT-14000FT 1605250400-1605260400,SUAE,05/166,NULL,AIRSPACE R3002C ACT 8000FT-14000FT,/QRRCA/,RESTRICTED AREA ACTIVATED,NULL,NULL,NULL,NULL,AIRSPACE R3002C ACT 8000FT-14000FT,8000FT,14000FT,DOM,0166/16,80,140,NULL,NULL,00:00.0,00:00.0,05:00.0,NULL,NULL,NULL,NULL,ZTL ARTCC,SUAE,ZTL,NULL
924,FNS_ID_43136368,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,L0010/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"AERODROME NAS WHIDBEY ISLAND WILL OBSERVE QUIET HOURS ON THURSDAY, 26 MAY 2016, FROM 1800Z(1100L) -1900Z(1200L) FOR VQ1 CHANGE OF COMMAND. DURING THIS PERIOD NO TURN-UPS, TAKE-OFFS, TOUCH AND GO LANDINGS, OR OVERHEAD BREAKS WILL BE PERMITTED. STRAIGHT-IN, FULL STOP LANDINGS ONLY. NO GSE OR APU OPERATIONS WITHIN 1000 FEET OF HANGAR 7.",ZSE/QXXXX/IV/NBO/A/000/999/4821N12239W005,NULL,KNUW,12:00.0,00:00.0,NULL,"AERODROME NAS WHIDBEY ISLAND WILL OBSERVE QUIET HOURS ON THURSDAY, 26 MAY 2016, FROM 1800Z(1100L) -1900Z(1200L) FOR VQ1 CHANGE OF COMMAND. DURING THIS PERIOD NO TURN-UPS, TAKE-OFFS, TOUCH AND GO LANDINGS, OR OVERHEAD BREAKS WILL BE PERMITTED. STRAIGHT-IN, FULL STOP LANDINGS ONLY. NO GSE OR APU OPERATIONS WITHIN 1000 FEET OF HANGAR 7.",0,999,MIL,L0010/16 NOTAMN,0,999,MSL,MSL,12:00.0,00:00.0,12:00.0,NULL,ZSE,NULL,NULL,WHIDBEY ISLAND NAS /AULT FIELD/,KNUW,NUW,NULL
925,FNS_ID_43136359,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0551/16,NOTAMN,NULL,!FTW 05/551 FUZ AIRSPACE UAS WI AN AREA DEFINED AS 3NM RADIUS OF FUZ230008 (3NM ESE FTW) SFC-400FT AGL  1605261400-1605262200,FTW,05/551,NULL,AIRSPACE UAS WI AN AREA DEFINED AS 3NM RADIUS OF FUZ230008 (3NM ESE FTW) SFC-400FT AGL,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE UAS WI AN AREA DEFINED AS 3NM RADIUS OF FUZ230008 (3NM ESE FTW) SFC-400FT AGL,NULL,NULL,DOM,0551/16 NOTAMN,0,NULL,AGL,NULL,00:00.0,00:00.0,11:00.0,NULL,NULL,NULL,NULL,FUZ-VORTAC,FTW,FUZ,NULL
926,FNS_ID_43136370,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,05/062,NOTAMN,NULL,!YKM 05/062 YKM NAV VORTAC NOT MNT 1605270700-1605271300,YKM,05/062,NULL,NAV VORTAC NOT MNT,NULL,NULL,YKM,00:00.0,00:00.0,NULL,NAV VORTAC NOT MNT,0,999,DOM,0062/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,13:00.0,NULL,ZSE,YKM,NULL,YKM-VORTAC,YKM,YKM,NULL
927,FNS_ID_43136354,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0076/16,NOTAMN,NULL,!PBI 05/076 PBI AIRSPACE UAS WI AN AREA DEFINED AS .10NM RADIUS OF PBI090001.3 (1.3NM E PBI) SFC-250FT AGL   1605271400-1605271900,PBI,05/076,NULL,AIRSPACE UAS WI AN AREA DEFINED AS .10NM RADIUS OF PBI090001.3 (1.3NM E PBI) SFC-250FT AGL,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE UAS WI AN AREA DEFINED AS .10NM RADIUS OF PBI090001.3 (1.3NM E PBI) SFC-250FT AGL,NULL,NULL,DOM,0076/16 NOTAMN,0,NULL,AGL,NULL,00:00.0,00:00.0,10:00.0,NULL,NULL,NULL,NULL,PALM BEACH INTL,PBI,PBI,NULL
928,FNS_ID_43136353,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,Jun-75,NOTAMC,Jun-83,!FDC 6/9275 FDC CANCEL 6/8283 N03,FDC,Jun-75,Jun-83,FDC 6/9275 NOTAMC 6/8283 A) N03,NULL,NULL,N03,NULL,NULL,NULL,FDC 6/9275 NOTAMC 6/8283 A) N03,NULL,NULL,FDC,9275/16 NOTAMC,NULL,NULL,NULL,NULL,09:00.0,09:00.0,09:00.0,NULL,NULL,NULL,NULL,FDC,FDC,FDC,NULL
929,FNS_ID_43136352,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,Jun-74,NOTAMC,Jun-79,!FDC 6/9274 FDC CANCEL 6/8279 BGM,FDC,Jun-74,Jun-79,FDC 6/9274 NOTAMC 6/8279 A) BGM,NULL,NULL,BGM,NULL,NULL,NULL,FDC 6/9274 NOTAMC 6/8279 A) BGM,NULL,NULL,FDC,9274/16 NOTAMC,NULL,NULL,NULL,NULL,09:00.0,09:00.0,09:00.0,NULL,NULL,NULL,NULL,FDC,FDC,FDC,NULL
930,FNS_ID_42977589,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0202/16,NOTAMN,NULL,!AOO 04/202 AXQ OBST TOWER LGT (ASR 1254389) 410445.20N0793802.00W  (12.4NM SW AXQ) 1662.1FT (260.2FT AGL) OUT OF SERVICE 1604301040-1605300700,AOO,04/202,NULL,OBST TOWER LGT (ASR 1254389) 410445.20N0793802.00W (12.4NM SW AXQ) 1662.1FT (260.2FT AGL) OUT OF SERVICE,1662.1FT,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1254389) 410445.20N0793802.00W (12.4NM SW AXQ) 1662.1FT (260.2FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0202/16 NOTAMN,NULL,NULL,NULL,NULL,40:00.0,00:00.0,41:00.0,12:00.0,NULL,AXQ,CLARION COUNTY,CLARION COUNTY,AOO,KAXQ,NULL
931,FNS_ID_43136357,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0003/16,NOTAMN,NULL,!SOW 05/003 SOW TWY B BTN TWY A AND HANGAR 3760 CLSD   1605242140-1606152100,SOW,05/003,NULL,TWY B BTN TWY A AND HANGAR 3760 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,TWY B BTN TWY A AND HANGAR 3760 CLSD,NULL,NULL,DOM,0003/16 NOTAMN,NULL,NULL,NULL,NULL,40:00.0,00:00.0,10:00.0,NULL,NULL,SOW,SHOW LOW RGNL,SHOW LOW RGNL,SOW,KSOW,NULL
932,FNS_ID_43136365,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,O0366/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"TEMPORARY RESTRICTED AREA (ARIANE 5 ROCKET FRAGMENTS FALL) 0455N04830W, 0500N04800W, 0500N04729W, 0444N04730W, 0446N04830W, 0455N04830W ACT",SBAZ/QRTCA/IV/BO/W/000/999/0453N04759W032,TEMPORARY RESTRICTED AREA ACTIVATED,SBAZ,30:00.0,15:00.0,NULL,"TEMPORARY RESTRICTED AREA (ARIANE 5 ROCKET FRAGMENTS FALL) 0455N04830W, 0500N04800W, 0500N04729W, 0444N04730W, 0446N04830W, 0455N04830W ACT",MSL,UNL,INTL,O0366/16 NOTAMN,0,999,MSL,FL,30:00.0,15:00.0,09:00.0,NULL,SBAZ,NULL,NULL,PORTO VELHO CTLZ,SBRJYNYX,SBAZ,NULL
933,FNS_ID_43136369,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,05/109,NOTAMN,NULL,!SCC 05/109 SCC NAV VOR OUT OF SERVICE 1605242212-1606242359EST,SCC,05/109,NULL,NAV VOR OUT OF SERVICE,NULL,NULL,SCC,12:00.0,59:00.0,NULL,NAV VOR OUT OF SERVICE,0,999,DOM,0109/16 NOTAMN,0,999,MSL,MSL,12:00.0,59:00.0,12:00.0,NULL,ZAN,SCC,NULL,SCC-VOR/DME,SCC,SCC,NULL
934,FNS_ID_43136350,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0034/16,NULL,NULL,!YGK 05/034 YGK  OBST LGT U/S TOWER 443359N 771310W (APRX 20 NM NW AD) 295 FT AGL 912 MSL  1605242150-1607251500EST,YGK,05/034,NULL,OBST LGT U/S TOWER 443359N 771310W (APRX 20 NM NW AD) 295 FT AGL 912 MSL,NULL,NULL,NULL,NULL,NULL,295 FT AGL 912 MSL  1605242150-1607251500EST,OBST LGT U/S TOWER 443359N 771310W (APRX 20 NM NW AD) 295 FT AGL 912 MSL,NULL,NULL,DOM,0034/16,NULL,NULL,NULL,NULL,50:00.0,00:00.0,06:00.0,NULL,NULL,NULL,NULL,KINGSTON,YGK,YGK,NULL
935,FNS_ID_43136366,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T221739Z_tmp.xml,0330/16,NOTAMN,NULL,!MLC 05/330 17K OBST TOWER LGT (ASR 1215901) 364405.10N1022954.70W (2.4NM SSE 17K) 4550.2FT (399.9FT AGL) OUT OF SERVICE 1605242212-1607252359,MLC,05/330,NULL,OBST TOWER LGT (ASR 1215901) 364405.10N1022954.70W (2.4NM SSE 17K) 4550.2FT (399.9FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1215901) 364405.10N1022954.70W (2.4NM SSE 17K) 4550.2FT (399.9FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0330/16 NOTAMN,NULL,NULL,NULL,NULL,12:00.0,59:00.0,12:00.0,NULL,NULL,17K,BOISE CITY,BOISE CITY,MLC,17K,NULL
936,FNS_ID_43127344,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,0228/16,NOTAMN,NULL,!COU 05/228 3GV RWY 05/23 CLSD  1605241200-1605250001,COU,05/228,NULL,RWY 05/23 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,RWY 05/23 CLSD,NULL,NULL,DOM,0228/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,01:00.0,01:00.0,15:00.0,NULL,3GV,EAST KANSAS CITY,EAST KANSAS CITY,COU,3GV,NULL
937,FNS_ID_43136385,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,M0104/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"RWY 03 ,FIRST 2500FT OF RWY CLSD FOR ARRESTING CABLE MAINTENANCE, MEN AND EQUIPMENT ON RWY",ZAB/QXXXX/IV/NBO/A/000/999/3150N10622W005,NULL,KBIF,00:00.0,00:00.0,NULL,"RWY 03 ,FIRST 2500FT OF RWY CLSD FOR ARRESTING CABLE MAINTENANCE, MEN AND EQUIPMENT ON RWY",0,999,MIL,M0104/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,18:00.0,NULL,ZAB,NULL,NULL,BIGGS AAF (FORT BLISS),KBIF,BIF,NULL
938,FNS_ID_43136372,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,05/018,NOTAMN,NULL,!DDC 05/018 DDC NAV VORTAC OUT OF SERVICE 1605251400-1605252200,DDC,05/018,NULL,NAV VORTAC OUT OF SERVICE,NULL,NULL,DDC,00:00.0,00:00.0,NULL,NAV VORTAC OUT OF SERVICE,0,999,DOM,0018/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,14:00.0,NULL,ZKC,DDC,NULL,DDC-VORTAC,DDC,DDC,NULL
939,FNS_ID_43136377,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,Jun-76,NOTAMC,Jun-64,!FDC 6/9276 FDC CANCEL 6/9264 PWG,FDC,Jun-76,Jun-64,FDC 6/9276 NOTAMC 6/9264 A) PWG,NULL,NULL,PWG,NULL,NULL,NULL,FDC 6/9276 NOTAMC 6/9264 A) PWG,NULL,NULL,FDC,9276/16 NOTAMC,NULL,NULL,NULL,NULL,15:00.0,15:00.0,15:00.0,NULL,NULL,NULL,NULL,FDC,FDC,FDC,NULL
940,FNS_ID_43136378,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,Jun-77,NOTAMC,Jun-65,!FDC 6/9277 FDC CANCEL 6/9265 ACT,FDC,Jun-77,Jun-65,FDC 6/9277 NOTAMC 6/9265 A) ACT,NULL,NULL,ACT,NULL,NULL,NULL,FDC 6/9277 NOTAMC 6/9265 A) ACT,NULL,NULL,FDC,9277/16 NOTAMC,NULL,NULL,NULL,NULL,15:00.0,15:00.0,15:00.0,NULL,NULL,NULL,NULL,FDC,FDC,FDC,NULL
941,FNS_ID_43136373,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,0251/16,NOTAMN,NULL,!COU 05/251 3GV RWY 05/23 CLSD   1605242215-1605280001,COU,05/251,NULL,RWY 05/23 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,RWY 05/23 CLSD,NULL,NULL,DOM,0251/16 NOTAMN,NULL,NULL,NULL,NULL,15:00.0,01:00.0,15:00.0,NULL,NULL,3GV,EAST KANSAS CITY,EAST KANSAS CITY,COU,3GV,NULL
942,FNS_ID_43136376,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,N0015/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"TEMPORARY RESTRICTED AREA (ARIANE 5 ROCKET FRAGMENTS FALL) 0455N04830W, 0500N04800W, 0500N04729W, 0444N04730W, 0446N04830W, 0455N04830W ACT",SBAO/QRTCA/IV/BO/W/000/999/0453N04759W032,TEMPORARY RESTRICTED AREA ACTIVATED,SBAO,30:00.0,15:00.0,NULL,"TEMPORARY RESTRICTED AREA (ARIANE 5 ROCKET FRAGMENTS FALL) 0455N04830W, 0500N04800W, 0500N04729W, 0444N04730W, 0446N04830W, 0455N04830W ACT",MSL,UNL,INTL,N0015/16 NOTAMN,0,999,MSL,FL,30:00.0,15:00.0,13:00.0,NULL,SBAO,NULL,NULL,SBAO-FIR,SBRJYNYX,SBAO,NULL
943,FNS_ID_43100376,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,0007/16,NOTAMN,NULL,!ARR 05/007 ARR OBST TOWER LGT (ASR 1224345) 414007.60N0882635.60W  (6.4NM SSE ARR) 890.7FT (255.9FT AGL) OUT OF SERVICE 1605190553-1606191300,ARR,05/007,NULL,OBST TOWER LGT (ASR 1224345) 414007.60N0882635.60W (6.4NM SSE ARR) 890.7FT (255.9FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1224345) 414007.60N0882635.60W (6.4NM SSE ARR) 890.7FT (255.9FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0007/16 NOTAMN,NULL,NULL,NULL,NULL,53:00.0,00:00.0,55:00.0,16:00.0,NULL,ARR,AURORA MUNI,AURORA MUNI,ARR,KARR,NULL
944,FNS_ID_43136375,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222248Z_tmp.xml,A0202/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,SCC VOR U/S,PAZA/QNVAS/IV/BO/AE/000/999/7012N14825W005,VOR UNSERVICEABLE,PASC,12:00.0,59:00.0,NULL,SCC VOR U/S ,0,999,INTL,A0202/16 NOTAMN,0,999,MSL,MSL,12:00.0,59:00.0,12:00.0,NULL,PAZA,NULL,NULL,DEADHORSE,PASC,SCC,NULL
945,FNS_ID_43126508,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222757Z_tmp.xml,A1951/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,W570 ACT,KZSE/QRRCA/IV/BO/W/000/500/,RESTRICTED AREA ACTIVATED,KZSE,15:00.0,15:00.0,NULL,W570 ACT,SFC,FL500,INTL,A1951/16 NOTAMN,0,500,AGL,MSL,15:00.0,15:00.0,23:00.0,NULL,KZSE,NULL,NULL,ZSE ARTCC,KZSE,ZSE,NULL
946,FNS_ID_43127246,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222757Z_tmp.xml,0086/16,NOTAMN,NULL,!BTR 05/086 BTR RWY 13/31 CLSD  1605241200-1605242300,BTR,05/086,NULL,RWY 13/31 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,RWY 13/31 CLSD,NULL,NULL,DOM,0086/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,00:00.0,38:00.0,24:00.0,NULL,BTR,"BATON ROUGE METROPOLITAN, RYAN FIELD","BATON ROUGE METROPOLITAN, RYAN FIELD",BTR,KBTR,NULL
947,FNS_ID_43106882,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222757Z_tmp.xml,05/019,NOTAMN,NULL,!MOD 05/019 MOD NAV VOR OUT OF SERVICE 1605192249-1605252100,MOD,05/019,NULL,NAV VOR OUT OF SERVICE,NULL,NULL,MOD,49:00.0,00:00.0,NULL,NAV VOR OUT OF SERVICE,0,999,DOM,0019/16 NOTAMN,0,999,MSL,MSL,49:00.0,00:00.0,49:00.0,19:00.0,ZOA,MOD,NULL,MOD-VOR/DME,MOD,MOD,NULL
948,FNS_ID_43106934,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222757Z_tmp.xml,A0071/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,/MOD/ VOR U/S,KZOA/QNVAS/IV/BO/AE/000/999/3738N12057W005,VOR UNSERVICEABLE,KMOD,49:00.0,00:00.0,NULL,/MOD/ VOR U/S ,0,999,INTL,A0071/16 NOTAMN,0,999,MSL,MSL,49:00.0,00:00.0,58:00.0,19:00.0,KZOA,NULL,NULL,MODESTO CITY-CO-HARRY SHAM FLD,KMOD,MOD,NULL
949,FNS_ID_43136388,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222757Z_tmp.xml,A1294/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AIRSPACE RESERVATION WILL TAKE PLACE RDO 3NM CENTERED COORD:   2244N08244W ( MARAVILLA ROJA/ARTEMISA ) DUE PJE,MUFH/QRALW/IV/NBO/W/000/070/2244N08244W003,AIRSPACE RESERVATION WILL TAKE PLACE,MUXX,00:00.0,00:00.0,NULL,AIRSPACE RESERVATION WILL TAKE PLACE RDO 3NM CENTERED COORD:   2244N08244W ( MARAVILLA ROJA/ARTEMISA ) DUE PJE,SFC,FL070,INTL,A1294/16 NOTAMN,0,70,AGL,MSL,00:00.0,00:00.0,15:00.0,NULL,MUFH,NULL,NULL,MUXX &QUOT;A&QUOT;,MUHAYNYX,MUXX,NULL
950,FNS_ID_43136389,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T222757Z_tmp.xml,A1295/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AIRSPACE RESERVATION WILL TAKE PLACE WI FLW COORD: 2307N08119W    2312N08107W 2311N08106W 2306N08118W TO ORIGIN POINT   ( PENINSULA HICACOS/MATANZAS ) DUE PJE,MUFH/QRALW/IV/NBO/W/000/100/,AIRSPACE RESERVATION WILL TAKE PLACE,MUXX,00:00.0,00:00.0,NULL,AIRSPACE RESERVATION WILL TAKE PLACE WI FLW COORD: 2307N08119W    2312N08107W 2311N08106W 2306N08118W TO ORIGIN POINT   ( PENINSULA HICACOS/MATANZAS ) DUE PJE,SFC,FL100,INTL,A1295/16 NOTAMN,0,100,AGL,MSL,00:00.0,00:00.0,17:00.0,NULL,MUFH,NULL,NULL,MUXX &QUOT;A&QUOT;,MUHAYNYX,MUXX,NULL
